balance_id,customer_id,product_id,date,balance,contributions_mtd,withdrawals_mtd,investment_returns_mtd,fees_mtd
BAL00001935,CUS000035,PRD0004,2023-02-01,7450.35,0.0,0,-12.24,4.42
BAL00001936,CUS000035,PRD0004,2023-03-01,7460.48,0.0,0,14.54,4.41
BAL00001937,CUS000035,PRD0004,2023-04-01,7271.1,0.0,0,-184.96,4.41
BAL00001938,CUS000035,PRD0004,2023-05-01,6894.4,0.0,0,-372.4,4.3
BAL00001939,CUS000035,PRD0004,2023-06-01,6710.97,0.0,0,-179.36,4.08
BAL00001940,CUS000035,PRD0004,2023-07-01,6767.16,0.0,0,60.16,3.97
BAL00001941,CUS000035,PRD0004,2023-08-01,6786.4,0.0,0,23.24,4.0
BAL00001942,CUS000035,PRD0004,2023-09-01,6805.3,0.0,0,22.92,4.02
BAL00001943,CUS000035,PRD0004,2023-10-01,6724.49,0.0,0,-76.78,4.03
BAL00001944,CUS000035,PRD0004,2023-11-01,6605.59,0.0,0,-114.93,3.98
BAL00001945,CUS000035,PRD0004,2023-12-01,8401.72,1637.18,0,162.85,3.91
BAL00001946,CUS000035,PRD0004,2024-01-01,8317.1,0.0,0,-79.65,4.97
BAL00001947,CUS000035,PRD0004,2024-02-01,8045.04,0.0,0,-267.15,4.92
BAL00001948,CUS000035,PRD0004,2024-03-01,7749.03,0.0,0,-291.25,4.76
BAL00001949,CUS000035,PRD0004,2024-04-01,7764.49,0.0,0,20.05,4.58
BAL00001950,CUS000035,PRD0004,2024-05-01,7925.05,0.0,0,165.15,4.59
BAL00001951,CUS000035,PRD0004,2024-06-01,8338.36,0.0,0,418.0,4.69
BAL00001952,CUS000035,PRD0004,2024-07-01,8381.64,0.0,0,48.22,4.93
BAL00001953,CUS000035,PRD0004,2024-08-01,8573.54,0.0,0,196.86,4.96
BAL00001954,CUS000035,PRD0004,2024-09-01,8668.5,0.0,0,100.03,5.07
BAL00001955,CUS000035,PRD0004,2024-10-01,8974.07,0.0,0,310.7,5.13
BAL00001956,CUS000036,PRD0015,2020-02-05,49299.39,0.0,0,2197.56,39.28
BAL00001957,CUS000036,PRD0015,2020-03-01,48535.42,0.0,0,-722.89,41.08
BAL00001958,CUS000036,PRD0015,2020-04-01,50800.75,0.0,0,2305.78,40.45
BAL00001959,CUS000036,PRD0015,2020-05-01,50658.29,0.0,0,-100.12,42.33
BAL00001960,CUS000036,PRD0015,2020-06-01,53774.38,5430.66,0,-2272.36,42.22
BAL00001961,CUS000036,PRD0015,2020-07-01,52238.8,0.0,0,-1490.77,44.81
BAL00001962,CUS000036,PRD0015,2020-08-01,51615.16,0.0,0,-580.11,43.53
BAL00001963,CUS000036,PRD0015,2020-09-01,49796.86,0.0,0,-1775.28,43.01
BAL00001964,CUS000036,PRD0015,2020-10-01,50732.13,0.0,0,976.76,41.5
BAL00001965,CUS000036,PRD0015,2020-11-01,50120.66,0.0,0,-569.19,42.28
BAL00001966,CUS000036,PRD0015,2020-12-01,56807.7,8145.98,0,-1417.18,41.77
BAL00001967,CUS000036,PRD0015,2021-01-01,56636.39,0.0,0,-123.97,47.34
BAL00001968,CUS000036,PRD0015,2021-02-01,56113.14,0.0,0,-476.05,47.2
BAL00001969,CUS000036,PRD0015,2021-03-01,56434.44,0.0,0,368.06,46.76
BAL00001970,CUS000036,PRD0015,2021-04-01,59121.62,0.0,0,2734.21,47.03
BAL00001971,CUS000036,PRD0015,2021-05-01,58949.46,0.0,0,-122.9,49.27
BAL00001972,CUS000036,PRD0015,2021-06-01,63976.87,5430.66,0,-354.11,49.12
BAL00001973,CUS000036,PRD0015,2021-07-01,61727.04,0.0,0,-2196.51,53.31
BAL00001974,CUS000036,PRD0015,2021-08-01,59683.19,0.0,0,-1992.42,51.44
BAL00001975,CUS000036,PRD0015,2021-09-01,60211.7,0.0,0,578.25,49.74
BAL00001976,CUS000036,PRD0015,2021-10-01,59719.06,0.0,0,-442.46,50.18
BAL00001977,CUS000036,PRD0015,2021-11-01,56385.76,0.0,0,-3283.54,49.77
BAL00001978,CUS000036,PRD0015,2021-12-01,64564.06,8145.98,0,79.3,46.99
BAL00001979,CUS000036,PRD0015,2022-01-01,64552.86,0.0,0,42.6,53.8
BAL00001980,CUS000036,PRD0015,2022-02-01,65697.93,0.0,0,1198.87,53.79
BAL00001981,CUS000036,PRD0015,2022-03-01,68248.28,0.0,0,2605.1,54.75
BAL00001982,CUS000036,PRD0015,2022-04-01,73555.46,0.0,0,5364.06,56.87
BAL00001983,CUS000036,PRD0015,2022-05-01,71181.81,0.0,0,-2312.35,61.3
BAL00001984,CUS000036,PRD0015,2022-06-01,75789.07,5430.66,0,-764.08,59.32
BAL00001985,CUS000036,PRD0015,2022-07-01,79648.33,0.0,0,3922.41,63.16
BAL00001986,CUS000036,PRD0015,2022-08-01,80477.76,0.0,0,895.81,66.37
BAL00001987,CUS000036,PRD0015,2022-09-01,83339.04,0.0,0,2928.34,67.06
BAL00001988,CUS000036,PRD0015,2022-10-01,87307.78,0.0,0,4038.2,69.45
BAL00001989,CUS000036,PRD0015,2022-11-01,95108.46,0.0,0,7873.44,72.76
BAL00001990,CUS000036,PRD0015,2022-12-01,106186.91,8145.98,0,3011.72,79.26
BAL00001991,CUS000036,PRD0015,2023-01-01,105701.09,0.0,0,-397.33,88.49
BAL00001992,CUS000036,PRD0015,2023-02-01,104889.07,0.0,0,-723.94,88.08
BAL00001993,CUS000036,PRD0015,2023-03-01,104503.7,0.0,0,-297.96,87.41
BAL00001994,CUS000036,PRD0015,2023-04-01,100071.66,0.0,0,-4344.96,87.09
BAL00001995,CUS000036,PRD0015,2023-05-01,90136.16,0.0,0,-9852.1,83.39
BAL00001996,CUS000036,PRD0015,2023-06-01,92237.59,5430.66,0,-3254.12,75.11
BAL00001997,CUS000036,PRD0015,2023-07-01,92706.71,0.0,0,545.99,76.86
BAL00001998,CUS000036,PRD0015,2023-08-01,92145.57,0.0,0,-483.88,77.26
BAL00001999,CUS000036,PRD0015,2023-09-01,91802.07,0.0,0,-266.71,76.79
BAL00002000,CUS000036,PRD0015,2023-10-01,88951.74,0.0,1720.65,-1053.17,76.5
BAL00002001,CUS000036,PRD0015,2023-11-01,86437.33,0.0,0,-2440.29,74.13
BAL00002002,CUS000036,PRD0015,2023-12-01,97406.37,8145.98,0,2895.09,72.03
BAL00002003,CUS000036,PRD0015,2024-01-01,97139.96,0.0,0,-185.24,81.17
BAL00002004,CUS000036,PRD0015,2024-02-01,90953.19,0.0,0,-6105.83,80.95
BAL00002005,CUS000036,PRD0015,2024-03-01,85616.21,0.0,0,-5261.19,75.79
BAL00002006,CUS000036,PRD0015,2024-04-01,85840.33,0.0,0,295.47,71.35
BAL00002007,CUS000036,PRD0015,2024-05-01,89496.92,0.0,0,3728.13,71.53
BAL00002008,CUS000036,PRD0015,2024-06-01,102688.39,5430.66,0,7835.39,74.58
BAL00002009,CUS000036,PRD0015,2024-07-01,101224.7,0.0,0,-1378.11,85.57
BAL00002010,CUS000036,PRD0015,2024-08-01,104554.46,0.0,0,3414.11,84.35
BAL00002011,CUS000036,PRD0015,2024-09-01,107674.16,0.0,0,3206.82,87.13
BAL00002012,CUS000036,PRD0015,2024-10-01,111900.68,0.0,0,4316.25,89.73
BAL00002013,CUS000036,PRD0007,2020-02-05,18105.02,0.0,0,595.14,6.36
BAL00002014,CUS000036,PRD0007,2020-03-01,17990.46,0.0,0,-108.13,6.43
BAL00002015,CUS000036,PRD0007,2020-04-01,18597.05,0.0,0,613.01,6.42
BAL00002016,CUS000036,PRD0007,2020-05-01,18594.77,0.0,0,4.21,6.49
BAL00002017,CUS000036,PRD0007,2020-06-01,19856.82,2017.87,0,-749.33,6.49
BAL00002018,CUS000036,PRD0007,2020-07-01,19466.45,0.0,0,-383.72,6.65
BAL00002019,CUS000036,PRD0007,2020-08-01,19243.22,0.0,0,-216.63,6.6
BAL00002020,CUS000036,PRD0007,2020-09-01,18687.0,0.0,0,-549.65,6.57
BAL00002021,CUS000036,PRD0007,2020-10-01,19151.34,0.0,0,470.85,6.5
BAL00002022,CUS000036,PRD0007,2020-11-01,18825.38,0.0,0,-319.4,6.56
BAL00002023,CUS000036,PRD0007,2020-12-01,21379.42,3026.81,0,-466.24,6.52
BAL00002024,CUS000036,PRD0007,2021-01-01,21396.63,0.0,0,24.04,6.84
BAL00002025,CUS000036,PRD0007,2021-02-01,21230.84,0.0,0,-158.95,6.84
BAL00002026,CUS000036,PRD0007,2021-03-01,21301.85,0.0,0,77.83,6.82
BAL00002027,CUS000036,PRD0007,2021-04-01,22054.91,0.0,0,759.88,6.83
BAL00002028,CUS000036,PRD0007,2021-05-01,21839.1,0.0,0,-208.88,6.92
BAL00002029,CUS000036,PRD0007,2021-06-01,23764.91,2017.87,0,-85.17,6.9
BAL00002030,CUS000036,PRD0007,2021-07-01,22945.76,0.0,0,-812.01,7.14
BAL00002031,CUS000036,PRD0007,2021-08-01,22437.53,0.0,0,-501.2,7.03
BAL00002032,CUS000036,PRD0007,2021-09-01,22631.49,0.0,0,200.94,6.97
BAL00002033,CUS000036,PRD0007,2021-10-01,22508.58,0.0,0,-115.92,7.0
BAL00002034,CUS000036,PRD0007,2021-11-01,21920.36,0.0,0,-581.25,6.98
BAL00002035,CUS000036,PRD0007,2021-12-01,24759.53,3026.81,0,-180.73,6.91
BAL00002036,CUS000036,PRD0007,2022-01-01,24807.83,0.0,0,55.57,7.26
BAL00002037,CUS000036,PRD0007,2022-02-01,25110.98,0.0,0,310.41,7.27
BAL00002038,CUS000036,PRD0007,2022-03-01,25981.35,0.0,0,877.68,7.31
BAL00002039,CUS000036,PRD0007,2022-04-01,27596.89,0.0,0,1622.95,7.41
BAL00002040,CUS000036,PRD0007,2022-05-01,27080.68,0.0,0,-508.59,7.62
BAL00002041,CUS000036,PRD0007,2022-06-01,28938.53,2017.87,0,-152.47,7.55
BAL00002042,CUS000036,PRD0007,2022-07-01,30407.88,0.0,0,1477.14,7.78
BAL00002043,CUS000036,PRD0007,2022-08-01,30832.68,0.0,0,432.77,7.97
BAL00002044,CUS000036,PRD0007,2022-09-01,31921.92,0.0,0,1097.26,8.02
BAL00002045,CUS000036,PRD0007,2022-10-01,32963.86,0.0,0,1050.1,8.16
BAL00002046,CUS000036,PRD0007,2022-11-01,35765.7,0.0,0,2810.13,8.29
BAL00002047,CUS000036,PRD0007,2022-12-01,40051.62,3026.81,0,1267.75,8.64
BAL00002048,CUS000036,PRD0007,2023-01-01,40118.92,0.0,0,76.47,9.17
BAL00002049,CUS000036,PRD0007,2023-02-01,39901.78,0.0,0,-207.96,9.18
BAL00002050,CUS000036,PRD0007,2023-03-01,39540.73,0.0,0,-351.89,9.15
BAL00002051,CUS000036,PRD0007,2023-04-01,37930.54,0.0,0,-1601.08,9.11
BAL00002052,CUS000036,PRD0007,2023-05-01,34802.38,0.0,0,-3119.26,8.91
BAL00002053,CUS000036,PRD0007,2023-06-01,35935.28,2017.87,0,-876.45,8.52
BAL00002054,CUS000036,PRD0007,2023-07-01,36299.9,0.0,0,373.28,8.66
BAL00002055,CUS000036,PRD0007,2023-08-01,36241.39,0.0,0,-49.8,8.7
BAL00002056,CUS000036,PRD0007,2023-09-01,36174.53,0.0,0,-58.17,8.7
BAL00002057,CUS000036,PRD0007,2023-10-01,35943.83,0.0,0,-222.01,8.69
BAL00002058,CUS000036,PRD0007,2023-11-01,35232.18,0.0,0,-702.99,8.66
BAL00002059,CUS000036,PRD0007,2023-12-01,39111.26,3026.81,0,860.84,8.57
BAL00002060,CUS000036,PRD0007,2024-01-01,39075.37,0.0,0,-26.83,9.06
BAL00002061,CUS000036,PRD0007,2024-02-01,36872.98,0.0,0,-2193.34,9.05
BAL00002062,CUS000036,PRD0007,2024-03-01,35477.64,0.0,0,-1386.56,8.78
BAL00002063,CUS000036,PRD0007,2024-04-01,35764.46,0.0,0,295.42,8.6
BAL00002064,CUS000036,PRD0007,2024-05-01,36792.52,0.0,0,1036.7,8.64
BAL00002065,CUS000036,PRD0007,2024-06-01,41483.4,2017.87,0,2681.78,8.77
BAL00002066,CUS000036,PRD0007,2024-07-01,41184.76,0.0,0,-289.3,9.35
BAL00002067,CUS000036,PRD0007,2024-08-01,42644.08,0.0,0,1468.64,9.31
BAL00002068,CUS000036,PRD0007,2024-09-01,43755.96,0.0,0,1121.38,9.5
BAL00002069,CUS000036,PRD0007,2024-10-01,44998.45,0.0,0,1252.13,9.64
BAL00002070,CUS000037,PRD0008,2022-12-23,3495.09,435.53,0,40.21,5.17
BAL00002071,CUS000037,PRD0008,2023-01-01,3511.59,0.0,0,21.83,5.33
BAL00002072,CUS000037,PRD0008,2023-02-01,3484.44,0.0,0,-21.81,5.34
BAL00002073,CUS000037,PRD0008,2023-03-01,3520.7,0.0,0,41.59,5.33
BAL00002074,CUS000037,PRD0008,2023-04-01,3461.07,0.0,0,-54.3,5.34
BAL00002075,CUS000037,PRD0008,2023-05-01,3326.14,0.0,0,-129.61,5.32
BAL00002076,CUS000037,PRD0008,2023-06-01,3571.05,290.35,0,-40.16,5.28
BAL00002077,CUS000037,PRD0008,2023-07-01,3583.98,0.0,0,18.28,5.36
BAL00002078,CUS000037,PRD0008,2023-08-01,3609.45,0.0,0,30.83,5.36
BAL00002079,CUS000037,PRD0008,2023-09-01,3628.56,0.0,0,24.48,5.37
BAL00002080,CUS000037,PRD0008,2023-10-01,3602.74,0.0,0,-20.44,5.38
BAL00002081,CUS000037,PRD0008,2023-11-01,3591.65,0.0,0,-5.72,5.37
BAL00002082,CUS000037,PRD0008,2023-12-01,4081.75,435.53,0,59.94,5.36
BAL00002083,CUS000037,PRD0008,2024-01-01,4077.4,0.0,0,1.18,5.53
BAL00002084,CUS000037,PRD0008,2024-02-01,3974.41,0.0,0,-97.47,5.53
BAL00002085,CUS000037,PRD0008,2024-03-01,3909.36,0.0,0,-59.56,5.49
BAL00002086,CUS000037,PRD0008,2024-04-01,3887.46,0.0,0,-16.42,5.47
BAL00002087,CUS000037,PRD0008,2024-05-01,3924.53,0.0,0,42.54,5.46
BAL00002088,CUS000037,PRD0008,2024-06-01,4355.37,290.35,0,145.96,5.47
BAL00002089,CUS000037,PRD0008,2024-07-01,4346.86,0.0,0,-2.89,5.62
BAL00002090,CUS000037,PRD0008,2024-08-01,4435.67,0.0,0,94.43,5.62
BAL00002091,CUS000037,PRD0008,2024-09-01,4452.44,0.0,0,22.41,5.65
BAL00002092,CUS000037,PRD0008,2024-10-01,4501.68,0.0,0,54.89,5.65
BAL00002093,CUS000038,PRD0006,2021-05-29,7450.45,0.0,0,-33.16,4.12
BAL00002094,CUS000038,PRD0006,2021-06-01,8159.61,718.82,0,-5.56,4.1
BAL00002095,CUS000038,PRD0006,2021-07-01,7950.43,0.0,0,-204.69,4.49
BAL00002096,CUS000038,PRD0006,2021-08-01,7810.04,0.0,0,-136.01,4.37
BAL00002097,CUS000038,PRD0006,2021-09-01,7750.07,0.0,0,-55.68,4.3
BAL00002098,CUS000038,PRD0006,2021-10-01,7680.3,0.0,0,-65.51,4.26
BAL00002099,CUS000038,PRD0006,2021-11-01,7613.28,0.0,0,-62.8,4.22
BAL00002100,CUS000038,PRD0006,2021-12-01,8687.47,1078.24,0,0.15,4.19
BAL00002101,CUS000038,PRD0006,2022-01-01,8668.66,0.0,0,-14.03,4.78
BAL00002102,CUS000038,PRD0006,2022-02-01,8677.36,0.0,0,13.46,4.77
BAL00002103,CUS000038,PRD0006,2022-03-01,8814.86,0.0,0,142.27,4.77
BAL00002104,CUS000038,PRD0006,2022-04-01,9005.5,0.0,0,195.49,4.85
BAL00002105,CUS000038,PRD0006,2022-05-01,8922.18,0.0,0,-78.37,4.95
BAL00002106,CUS000038,PRD0006,2022-06-01,9648.72,718.82,0,12.62,4.91
BAL00002107,CUS000038,PRD0006,2022-07-01,9827.03,0.0,0,183.61,5.31
BAL00002108,CUS000038,PRD0006,2022-08-01,9815.26,0.0,0,-6.36,5.4
BAL00002109,CUS000038,PRD0006,2022-09-01,10106.75,0.0,0,296.88,5.4
BAL00002110,CUS000038,PRD0006,2022-10-01,10293.07,0.0,0,191.88,5.56
BAL00002111,CUS000038,PRD0006,2022-11-01,10750.33,0.0,0,462.92,5.66
BAL00002112,CUS000038,PRD0006,2022-12-01,11981.82,1078.24,0,159.17,5.91
BAL00002113,CUS000038,PRD0006,2023-01-01,11988.57,0.0,0,13.34,6.59
BAL00002114,CUS000038,PRD0006,2023-02-01,12013.56,0.0,0,31.58,6.59
BAL00002115,CUS000038,PRD0006,2023-03-01,12011.63,0.0,0,4.68,6.61
BAL00002116,CUS000038,PRD0006,2023-04-01,11837.28,0.0,0,-167.75,6.61
BAL00002117,CUS000038,PRD0006,2023-05-01,11490.14,0.0,0,-340.63,6.51
BAL00002118,CUS000038,PRD0006,2023-06-01,12035.98,718.82,0,-166.67,6.32
BAL00002119,CUS000038,PRD0006,2023-07-01,12040.75,0.0,0,11.39,6.62
BAL00002120,CUS000038,PRD0006,2023-08-01,12111.08,0.0,0,76.95,6.62
BAL00002121,CUS000038,PRD0006,2023-09-01,12147.96,0.0,0,43.55,6.66
BAL00002122,CUS000038,PRD0006,2023-10-01,12066.21,0.0,0,-75.07,6.68
BAL00002123,CUS000038,PRD0006,2023-11-01,11990.88,0.0,0,-68.7,6.64
BAL00002124,CUS000038,PRD0006,2023-12-01,13372.2,1078.24,0,309.67,6.59
BAL00002125,CUS000038,PRD0006,2024-01-01,13457.52,0.0,0,92.68,7.35
BAL00002126,CUS000038,PRD0006,2024-02-01,13124.47,0.0,0,-325.64,7.4
BAL00002127,CUS000038,PRD0006,2024-03-01,12947.1,0.0,0,-170.15,7.22
BAL00002128,CUS000038,PRD0006,2024-04-01,12902.02,0.0,0,-37.96,7.12
BAL00002129,CUS000038,PRD0006,2024-05-01,12981.23,0.0,0,86.3,7.1
BAL00002130,CUS000038,PRD0006,2024-06-01,14087.11,718.82,0,394.19,7.14
BAL00002131,CUS000038,PRD0006,2024-07-01,14120.63,0.0,0,41.27,7.75
BAL00002132,CUS000038,PRD0006,2024-08-01,14342.51,0.0,0,229.65,7.77
BAL00002133,CUS000038,PRD0006,2024-09-01,14473.08,0.0,0,138.45,7.89
BAL00002134,CUS000038,PRD0006,2024-10-01,14698.07,0.0,0,232.95,7.96
BAL00002135,CUS000038,PRD0013,2021-05-29,3119.63,61.69,0,-20.88,5.66
BAL00002136,CUS000038,PRD0013,2021-06-01,3139.78,49.35,0,-23.53,5.67
BAL00002137,CUS000038,PRD0013,2021-07-01,3092.55,49.35,0,-90.89,5.68
BAL00002138,CUS000038,PRD0013,2021-08-01,3085.76,49.35,0,-50.48,5.66
BAL00002139,CUS000038,PRD0013,2021-09-01,3152.4,61.69,0,10.61,5.66
BAL00002140,CUS000038,PRD0013,2021-10-01,3213.2,74.03,0,-7.54,5.69
BAL00002141,CUS000038,PRD0013,2021-11-01,3195.82,74.03,0,-85.7,5.72
BAL00002142,CUS000038,PRD0013,2021-12-01,3261.4,74.03,0,-2.73,5.71
BAL00002143,CUS000038,PRD0013,2022-01-01,3316.16,61.69,0,-1.19,5.74
BAL00002144,CUS000038,PRD0013,2022-02-01,3398.77,61.69,0,26.69,5.77
BAL00002145,CUS000038,PRD0013,2022-03-01,3522.65,61.69,0,68.0,5.81
BAL00002146,CUS000038,PRD0013,2022-04-01,3735.46,61.69,0,156.99,5.87
BAL00002147,CUS000038,PRD0013,2022-05-01,3709.97,61.69,0,-81.21,5.97
BAL00002148,CUS000038,PRD0013,2022-06-01,3719.75,49.35,0,-33.61,5.96
BAL00002149,CUS000038,PRD0013,2022-07-01,3921.86,49.35,0,158.72,5.96
BAL00002150,CUS000038,PRD0013,2022-08-01,3984.71,49.35,0,19.56,6.06
BAL00002151,CUS000038,PRD0013,2022-09-01,4120.72,61.69,0,80.41,6.09
BAL00002152,CUS000038,PRD0013,2022-10-01,4333.23,74.03,0,144.64,6.16
BAL00002153,CUS000038,PRD0013,2022-11-01,4698.42,74.03,0,297.43,6.26
BAL00002154,CUS000038,PRD0013,2022-12-01,4892.74,74.03,0,126.72,6.44
BAL00002155,CUS000038,PRD0013,2023-01-01,4996.05,61.69,0,48.15,6.53
BAL00002156,CUS000038,PRD0013,2023-02-01,5020.8,61.69,0,-30.35,6.58
BAL00002157,CUS000038,PRD0013,2023-03-01,5087.46,61.69,0,11.56,6.59
BAL00002158,CUS000038,PRD0013,2023-04-01,5017.91,61.69,0,-124.62,6.63
BAL00002159,CUS000038,PRD0013,2023-05-01,4765.91,61.69,0,-307.1,6.59
BAL00002160,CUS000038,PRD0013,2023-06-01,4691.72,49.35,0,-117.07,6.47
BAL00002161,CUS000038,PRD0013,2023-07-01,4764.41,49.35,0,29.78,6.43
BAL00002162,CUS000038,PRD0013,2023-08-01,4844.26,49.35,0,36.97,6.47
BAL00002163,CUS000038,PRD0013,2023-09-01,4930.1,61.69,0,30.66,6.51
BAL00002164,CUS000038,PRD0013,2023-10-01,5009.13,74.03,0,11.55,6.55
BAL00002165,CUS000038,PRD0013,2023-11-01,4979.33,74.03,0,-97.25,6.59
BAL00002166,CUS000038,PRD0013,2023-12-01,5177.38,74.03,0,130.59,6.57
BAL00002167,CUS000038,PRD0013,2024-01-01,5231.05,61.69,0,-1.35,6.67
BAL00002168,CUS000038,PRD0013,2024-02-01,5107.73,61.69,0,-178.31,6.7
BAL00002169,CUS000038,PRD0013,2024-03-01,5032.69,61.69,0,-130.09,6.64
BAL00002170,CUS000038,PRD0013,2024-04-01,5116.89,61.69,0,29.11,6.6
BAL00002171,CUS000038,PRD0013,2024-05-01,5281.45,61.69,0,109.5,6.64
BAL00002172,CUS000038,PRD0013,2024-06-01,5650.56,49.35,0,326.48,6.72
BAL00002173,CUS000038,PRD0013,2024-07-01,5668.09,49.35,0,-24.93,6.9
BAL00002174,CUS000038,PRD0013,2024-08-01,5849.28,49.35,0,138.74,6.91
BAL00002175,CUS000038,PRD0013,2024-09-01,5992.91,61.69,0,88.94,6.99
BAL00002176,CUS000038,PRD0013,2024-10-01,6213.85,74.03,0,153.97,7.06
BAL00002177,CUS000039,PRD0013,2024-02-21,3066.22,0.0,0,-119.13,5.71
BAL00002178,CUS000039,PRD0013,2024-03-01,3077.76,134.02,0,-116.83,5.65
BAL00002179,CUS000039,PRD0013,2024-04-01,3107.61,0.0,0,35.51,5.65
BAL00002180,CUS000039,PRD0013,2024-05-01,3154.47,0.0,0,52.53,5.67
BAL00002181,CUS000039,PRD0013,2024-06-01,3431.12,107.22,0,175.13,5.69
BAL00002182,CUS000039,PRD0013,2024-07-01,3430.15,0.0,0,4.85,5.83
BAL00002183,CUS000039,PRD0013,2024-08-01,3507.4,0.0,0,83.08,5.82
BAL00002184,CUS000039,PRD0013,2024-09-01,3703.54,134.02,0,67.98,5.86
BAL00002185,CUS000039,PRD0013,2024-10-01,3785.74,0.0,0,88.16,5.96
BAL00002186,CUS000040,PRD0009,2021-02-01,2370.54,0.0,37.56,10.65,3.16
BAL00002187,CUS000040,PRD0009,2021-03-01,2490.41,115.23,0,7.79,3.15
BAL00002188,CUS000040,PRD0009,2021-04-01,2566.73,0.0,0,79.52,3.2
BAL00002189,CUS000040,PRD0009,2021-05-01,2565.01,0.0,0,1.52,3.24
BAL00002190,CUS000040,PRD0009,2021-06-01,2642.56,92.18,0,-11.4,3.24
BAL00002191,CUS000040,PRD0009,2021-07-01,2558.22,0.0,0,-81.07,3.27
BAL00002192,CUS000040,PRD0009,2021-08-01,2514.38,0.0,0,-40.61,3.23
BAL00002193,CUS000040,PRD0009,2021-09-01,2633.14,115.23,0,6.75,3.21
BAL00002194,CUS000040,PRD0009,2021-10-01,2486.11,0.0,131.53,-12.23,3.27
BAL00002195,CUS000040,PRD0009,2021-11-01,2438.42,0.0,0,-44.49,3.2
BAL00002196,CUS000040,PRD0009,2021-12-01,2543.42,138.28,0,-30.1,3.18
BAL00002197,CUS000040,PRD0009,2022-01-01,2525.6,0.0,0,-14.59,3.23
BAL00002198,CUS000040,PRD0009,2022-02-01,2537.08,0.0,0,14.7,3.22
BAL00002199,CUS000040,PRD0009,2022-03-01,2678.78,115.23,0,29.69,3.23
BAL00002200,CUS000040,PRD0009,2022-04-01,2730.75,0.0,0,55.26,3.29
BAL00002201,CUS000040,PRD0009,2022-05-01,2700.64,0.0,0,-26.8,3.31
BAL00002202,CUS000040,PRD0009,2022-06-01,2630.01,92.18,123.54,-35.97,3.3
BAL00002203,CUS000040,PRD0009,2022-07-01,2682.76,0.0,0,56.02,3.27
BAL00002204,CUS000040,PRD0009,2022-08-01,2714.14,0.0,0,34.66,3.29
BAL00002205,CUS000040,PRD0009,2022-09-01,2873.38,115.23,0,47.32,3.3
BAL00002206,CUS000040,PRD0009,2022-10-01,2953.37,0.0,0,83.37,3.38
BAL00002207,CUS000040,PRD0009,2022-11-01,3080.69,0.0,0,130.74,3.41
BAL00002208,CUS000040,PRD0009,2022-12-01,3237.56,138.28,0,22.06,3.47
BAL00002209,CUS000040,PRD0009,2023-01-01,3212.65,0.0,0,-21.37,3.54
BAL00002210,CUS000040,PRD0009,2023-02-01,3185.02,0.0,0,-24.1,3.53
BAL00002211,CUS000040,PRD0009,2023-03-01,3315.52,115.23,0,18.79,3.52
BAL00002212,CUS000040,PRD0009,2023-04-01,3277.38,0.0,0,-34.57,3.58
BAL00002213,CUS000040,PRD0009,2023-05-01,3152.51,0.0,0,-121.31,3.56
BAL00002214,CUS000040,PRD0009,2023-06-01,3213.09,92.18,0,-28.1,3.5
BAL00002215,CUS000040,PRD0009,2023-07-01,3218.36,0.0,0,8.8,3.53
BAL00002216,CUS000040,PRD0009,2023-08-01,3223.96,0.0,0,9.13,3.53
BAL00002217,CUS000040,PRD0009,2023-09-01,3345.85,115.23,0,10.19,3.53
BAL00002218,CUS000040,PRD0009,2023-10-01,3343.34,0.0,0,1.08,3.59
BAL00002219,CUS000040,PRD0009,2023-11-01,3304.67,0.0,0,-35.08,3.59
BAL00002220,CUS000040,PRD0009,2023-12-01,3488.32,138.28,0,48.94,3.57
BAL00002221,CUS000040,PRD0009,2024-01-01,3484.66,0.0,0,-0.01,3.65
BAL00002222,CUS000040,PRD0009,2024-02-01,3289.23,0.0,115.84,-75.94,3.65
BAL00002223,CUS000040,PRD0009,2024-03-01,3383.16,115.23,0,-17.74,3.56
BAL00002224,CUS000040,PRD0009,2024-04-01,3360.61,0.0,0,-18.94,3.61
BAL00002225,CUS000040,PRD0009,2024-05-01,3406.62,0.0,0,49.61,3.6
BAL00002226,CUS000040,PRD0009,2024-06-01,3613.58,92.18,0,118.39,3.62
BAL00002227,CUS000040,PRD0009,2024-07-01,3625.94,0.0,0,16.07,3.71
BAL00002228,CUS000040,PRD0009,2024-08-01,3505.06,0.0,172.01,54.84,3.72
BAL00002229,CUS000040,PRD0009,2024-09-01,3638.48,115.23,0,21.84,3.66
BAL00002230,CUS000040,PRD0009,2024-10-01,3695.6,0.0,0,60.84,3.72
BAL00002231,CUS000041,PRD0004,2020-04-21,4055.32,0.0,0,47.6,2.37
BAL00002232,CUS000041,PRD0004,2020-05-01,4058.95,0.0,0,6.03,2.4
BAL00002233,CUS000041,PRD0004,2020-06-01,4157.72,192.49,0,-91.32,2.4
BAL00002234,CUS000041,PRD0004,2020-07-01,4084.93,0.0,0,-70.32,2.46
BAL00002235,CUS000041,PRD0004,2020-08-01,4084.89,0.0,0,2.37,2.42
BAL00002236,CUS000041,PRD0004,2020-09-01,4242.51,240.61,0,-80.57,2.42
BAL00002237,CUS000041,PRD0004,2020-10-01,4314.94,0.0,0,74.94,2.51
BAL00002238,CUS000041,PRD0004,2020-11-01,4296.01,0.0,0,-16.37,2.55
