enrollment_id,customer_id,product_id,enrollment_date,initial_investment,contribution_frequency,monthly_contribution,advisor_id,channel,status
ENR0000260,CUS000132,PRD0004,2023-02-09,23773.38,One-time,0,ADV0033,Phone,Active
ENR0000261,CUS000132,PRD0011,2023-02-09,17927.38,Annual,41304.68,ADV0012,Web,Active
ENR0000262,CUS000132,PRD0007,2023-02-09,154327.87,Annual,355571.4,ADV0012,Phone,Active
ENR0000263,CUS000132,PRD0014,2023-02-09,447444.03,Annual,1030911.04,ADV0042,Phone,Active
ENR0000264,CUS000133,PRD0006,2022-09-01,7130.38,Monthly,171.13,ADV0033,Phone,Active
ENR0000265,CUS000134,PRD0002,2020-06-21,17044.7,Bi-annual,1636.29,ADV0046,In-person,Active
ENR0000266,CUS000134,PRD0005,2020-06-21,47377.66,Quarterly,2274.13,ADV0003,Mobile App,Active
ENR0000267,CUS000135,PRD0005,2021-08-02,36801.45,One-time,0,ADV0007,In-person,Active
ENR0000268,CUS000136,PRD0006,2020-07-12,6521.78,Monthly,91.3,ADV0043,Web,Active
ENR0000269,CUS000136,PRD0015,2020-07-12,39936.35,Bi-annual,3354.65,ADV0048,In-person,Active
ENR0000270,CUS000137,PRD0011,2023-09-21,2551.89,One-time,0,ADV0025,Web,Active
ENR0000271,CUS000138,PRD0011,2022-02-10,6970.35,Monthly,278.81,ADV0003,Phone,Active
ENR0000272,CUS000139,PRD0012,2020-02-07,7228.85,Monthly,173.49,ADV0005,In-person,Active
ENR0000273,CUS000140,PRD0012,2020-11-13,9948.22,Quarterly,477.51,ADV0035,Phone,Active
ENR0000274,CUS000140,PRD0008,2020-11-13,2255.66,Annual,433.09,ADV0036,In-person,Active
ENR0000275,CUS000141,PRD0008,2024-04-18,6869.3,Annual,2637.81,ADV0005,Phone,Active
ENR0000276,CUS000141,PRD0011,2024-04-18,4667.74,Bi-annual,896.21,ADV0045,In-person,Active
ENR0000277,CUS000142,PRD0010,2020-03-30,10607.93,Quarterly,763.77,ADV0048,In-person,Active
ENR0000278,CUS000143,PRD0003,2024-05-24,21566.17,One-time,0,ADV0025,In-person,Active
ENR0000279,CUS000144,PRD0010,2023-03-14,125751.84,One-time,0,ADV0033,Mobile App,Active
ENR0000280,CUS000144,PRD0005,2023-03-14,300763.55,One-time,0,ADV0006,Web,Active
ENR0000281,CUS000144,PRD0004,2023-03-14,25927.27,Bi-annual,29868.22,ADV0020,Web,Active
ENR0000282,CUS000144,PRD0003,2023-03-14,125473.5,Quarterly,72272.73,ADV0006,Web,Active
ENR0000283,CUS000144,PRD0001,2023-03-14,38840.92,Bi-annual,44744.74,ADV0048,Web,Active
ENR0000284,CUS000144,PRD0012,2023-03-14,65696.52,Quarterly,37841.2,ADV0048,Phone,Active
ENR0000285,CUS000145,PRD0011,2024-07-30,3944.44,Bi-annual,378.67,ADV0006,In-person,Active
ENR0000286,CUS000145,PRD0010,2024-07-30,17220.8,Annual,3306.39,ADV0040,Phone,Active
ENR0000287,CUS000146,PRD0014,2023-02-09,146313.55,Bi-annual,56184.4,ADV0006,Phone,Active
ENR0000288,CUS000146,PRD0006,2023-02-09,30747.77,One-time,0,ADV0048,In-person,Active
ENR0000289,CUS000147,PRD0014,2022-11-17,49029.17,One-time,0,ADV0014,Phone,Active
ENR0000290,CUS000147,PRD0011,2022-11-17,2648.53,Quarterly,158.91,ADV0038,In-person,Active
ENR0000291,CUS000148,PRD0008,2022-03-22,2463.45,Annual,591.23,ADV0024,Mobile App,Active
ENR0000292,CUS000149,PRD0008,2020-07-21,4726.05,Quarterly,567.13,ADV0012,Mobile App,Active
ENR0000293,CUS000150,PRD0011,2024-08-26,2564.09,Bi-annual,307.69,ADV0011,In-person,Active
ENR0000294,CUS000151,PRD0002,2020-02-08,14294.03,Annual,2744.45,ADV0016,In-person,Active
ENR0000295,CUS000152,PRD0012,2021-08-13,7633.89,Monthly,106.87,ADV0039,Mobile App,Active
ENR0000296,CUS000153,PRD0002,2022-10-20,22832.03,Monthly,319.65,ADV0009,Web,Active
ENR0000297,CUS000154,PRD0003,2020-09-02,47989.12,Monthly,2303.48,ADV0007,In-person,Active
ENR0000298,CUS000154,PRD0011,2020-01-04,7410.88,Monthly,355.72,ADV0013,Mobile App,Active
ENR0000299,CUS000155,PRD0005,2022-01-08,33293.91,Quarterly,1997.63,ADV0016,Mobile App,Active
ENR0000300,CUS000156,PRD0001,2022-08-20,4562.31,Monthly,109.5,ADV0035,In-person,Active
ENR0000301,CUS000157,PRD0001,2024-02-10,9560.83,Monthly,382.43,ADV0015,Web,Active
ENR0000302,CUS000158,PRD0011,2021-11-24,4903.54,Annual,2353.7,ADV0044,Phone,Active
ENR0000303,CUS000158,PRD0005,2021-11-24,74591.03,Monthly,2983.64,ADV0015,Mobile App,Active
ENR0000304,CUS000159,PRD0002,2024-07-19,16671.56,Bi-annual,1600.47,ADV0006,Phone,Active
ENR0000305,CUS000159,PRD0010,2024-07-19,11780.68,One-time,0,ADV0022,In-person,Active
ENR0000306,CUS000160,PRD0015,2021-02-12,156187.65,Bi-annual,52479.05,ADV0033,In-person,Active
ENR0000307,CUS000160,PRD0011,2021-02-12,15329.87,Bi-annual,5150.84,ADV0020,Phone,Active
ENR0000308,CUS000160,PRD0014,2021-02-12,214662.74,Quarterly,36063.34,ADV0014,Web,Active
ENR0000309,CUS000161,PRD0008,2024-03-22,7187.4,Annual,3449.95,ADV0005,Mobile App,Active
ENR0000310,CUS000161,PRD0012,2024-03-22,19595.85,Bi-annual,4703.0,ADV0010,Web,Active
ENR0000311,CUS000162,PRD0013,2024-06-25,3462.54,Bi-annual,415.51,ADV0032,Mobile App,Active
ENR0000312,CUS000163,PRD0013,2022-10-13,5691.11,Quarterly,546.35,ADV0025,In-person,Active
ENR0000313,CUS000163,PRD0011,2022-10-13,6154.99,Annual,2363.52,ADV0035,Phone,Active
ENR0000314,CUS000163,PRD0006,2022-10-13,13846.27,One-time,0,ADV0046,Phone,Active
ENR0000315,CUS000164,PRD0002,2023-05-18,195761.58,Monthly,21925.3,ADV0012,In-person,Active
ENR0000316,CUS000164,PRD0004,2023-05-18,36975.03,Quarterly,12423.61,ADV0006,Mobile App,Active
ENR0000317,CUS000164,PRD0006,2023-05-18,49699.9,Quarterly,16699.17,ADV0012,Phone,Active
ENR0000318,CUS000164,PRD0001,2023-05-18,39241.04,Quarterly,13184.99,ADV0042,In-person,Active
ENR0000319,CUS000164,PRD0014,2023-05-18,329204.22,Monthly,36870.87,ADV0033,Mobile App,Active
ENR0000320,CUS000164,PRD0012,2023-05-18,73497.49,Quarterly,24695.16,ADV0012,Web,Active
ENR0000321,CUS000164,PRD0013,2023-05-18,21579.87,Monthly,2416.94,ADV0012,Mobile App,Active
ENR0000322,CUS000164,PRD0008,2023-05-18,18395.48,Quarterly,6180.88,ADV0042,In-person,Active
ENR0000323,CUS000165,PRD0007,2021-08-28,13373.37,Monthly,267.47,ADV0019,Web,Active
ENR0000324,CUS000165,PRD0012,2021-08-28,9405.79,Monthly,188.12,ADV0039,Phone,Active
ENR0000325,CUS000166,PRD0007,2020-03-27,36653.6,Annual,17593.73,ADV0036,In-person,Active
ENR0000326,CUS000167,PRD0012,2023-07-29,7118.35,Quarterly,298.97,ADV0018,In-person,Active
ENR0000327,CUS000167,PRD0004,2023-07-29,4944.82,Quarterly,207.68,ADV0048,Web,Active
ENR0000328,CUS000168,PRD0007,2023-10-20,23673.88,One-time,0,ADV0039,In-person,Active
ENR0000329,CUS000169,PRD0006,2023-03-07,8209.45,Annual,1970.27,ADV0011,Mobile App,Active
ENR0000330,CUS000169,PRD0011,2023-03-07,3293.29,Quarterly,197.6,ADV0018,Web,Active
ENR0000331,CUS000170,PRD0010,2023-03-21,18466.09,Monthly,295.46,ADV0016,Phone,Active
ENR0000332,CUS000170,PRD0013,2023-03-21,2663.3,One-time,0,ADV0001,In-person,Active
ENR0000333,CUS000171,PRD0009,2020-02-23,4806.9,Monthly,153.82,ADV0016,Phone,Active
ENR0000334,CUS000172,PRD0001,2023-12-12,3286.45,Bi-annual,473.25,ADV0001,In-person,Active
ENR0000335,CUS000172,PRD0015,2023-12-12,58762.17,One-time,0,ADV0013,Mobile App,Active
ENR0000336,CUS000173,PRD0003,2020-09-02,25120.3,Bi-annual,2110.1,ADV0027,Phone,Active
ENR0000337,CUS000173,PRD0012,2020-05-31,7510.89,Quarterly,315.46,ADV0002,In-person,Active
ENR0000338,CUS000174,PRD0010,2023-12-24,18520.27,Bi-annual,1777.95,ADV0011,Mobile App,Active
ENR0000339,CUS000174,PRD0014,2023-12-24,32362.59,Monthly,517.8,ADV0046,Phone,Active
ENR0000340,CUS000175,PRD0013,2022-11-07,4296.39,One-time,0,ADV0034,In-person,Active
ENR0000341,CUS000176,PRD0013,2022-01-25,3347.55,Bi-annual,482.05,ADV0040,In-person,Active
ENR0000342,CUS000176,PRD0003,2022-01-25,15600.19,Annual,4492.86,ADV0016,Web,Active
ENR0000343,CUS000177,PRD0010,2024-01-08,32555.79,Annual,15626.78,ADV0007,Phone,Active
ENR0000344,CUS000178,PRD0009,2021-10-11,7875.79,Monthly,315.03,ADV0032,Mobile App,Active
ENR0000345,CUS000178,PRD0014,2021-10-11,70183.06,Bi-annual,16843.93,ADV0011,Mobile App,Active
ENR0000346,CUS000179,PRD0002,2024-05-16,14739.83,Annual,2830.05,ADV0017,In-person,Active
ENR0000347,CUS000179,PRD0015,2024-05-16,52894.39,Annual,10155.72,ADV0042,Phone,Active
ENR0000348,CUS000180,PRD0001,2022-11-27,4647.51,Annual,892.32,ADV0027,Phone,Active
ENR0000349,CUS000180,PRD0006,2022-11-27,7204.14,One-time,0,ADV0040,In-person,Active
ENR0000350,CUS000181,PRD0011,2021-05-28,2826.39,Annual,542.67,ADV0017,Phone,Active
ENR0000351,CUS000182,PRD0012,2020-07-10,8952.95,One-time,0,ADV0001,Phone,Active
ENR0000352,CUS000183,PRD0007,2023-02-28,15701.34,Monthly,376.83,ADV0015,In-person,Active
ENR0000353,CUS000183,PRD0003,2023-02-28,25037.26,Bi-annual,3605.37,ADV0030,In-person,Active
ENR0000354,CUS000184,PRD0002,2024-04-19,14753.42,Monthly,236.05,ADV0026,Phone,Active
ENR0000355,CUS000185,PRD0006,2021-09-10,6586.42,One-time,0,ADV0032,In-person,Active
ENR0000356,CUS000185,PRD0002,2021-09-10,13929.08,Annual,2674.38,ADV0003,In-person,Active
ENR0000357,CUS000186,PRD0011,2020-11-19,2426.94,One-time,0,ADV0003,In-person,Active
ENR0000358,CUS000187,PRD0015,2024-01-11,54256.01,Annual,13021.44,ADV0031,Web,Active
ENR0000359,CUS000188,PRD0013,2020-08-05,4209.18,Bi-annual,505.1,ADV0017,Phone,Active
ENR0000360,CUS000189,PRD0002,2021-08-17,54085.46,Annual,36345.43,ADV0035,In-person,Active
ENR0000361,CUS000189,PRD0005,2021-08-17,118407.83,Monthly,6630.84,ADV0048,In-person,Active
ENR0000362,CUS000189,PRD0007,2021-08-17,53680.77,Bi-annual,18036.74,ADV0006,Mobile App,Active
ENR0000363,CUS000190,PRD0008,2024-01-16,3377.66,Quarterly,162.13,ADV0045,In-person,Active
ENR0000364,CUS000190,PRD0009,2024-01-16,3646.03,One-time,0,ADV0039,Web,Active
ENR0000365,CUS000191,PRD0011,2022-10-15,3877.94,Bi-annual,372.28,ADV0001,Mobile App,Active
ENR0000366,CUS000191,PRD0014,2022-10-15,58014.58,Annual,11138.8,ADV0021,Mobile App,Active
ENR0000367,CUS000192,PRD0009,2020-04-09,2007.35,Annual,481.76,ADV0009,Phone,Active
ENR0000368,CUS000192,PRD0012,2020-04-09,5182.43,Quarterly,310.95,ADV0027,Phone,Active
ENR0000369,CUS000193,PRD0004,2022-06-01,3024.41,Quarterly,217.76,ADV0044,Phone,Active
ENR0000370,CUS000193,PRD0006,2022-06-01,6851.28,Bi-annual,986.58,ADV0002,In-person,Active
ENR0000371,CUS000194,PRD0012,2023-03-13,7495.65,Annual,1798.96,ADV0027,Mobile App,Active
ENR0000372,CUS000195,PRD0007,2021-07-26,26716.53,Quarterly,2564.79,ADV0030,Phone,Active
ENR0000373,CUS000195,PRD0009,2021-07-26,6211.01,Quarterly,596.26,ADV0035,In-person,Active
ENR0000374,CUS000195,PRD0013,2021-07-26,9225.46,Annual,3542.58,ADV0041,Phone,Active
ENR0000375,CUS000196,PRD0013,2024-06-15,21792.76,Monthly,3486.84,ADV0020,Phone,Active
ENR0000376,CUS000196,PRD0014,2024-06-15,359137.18,One-time,0,ADV0020,Mobile App,Active
ENR0000377,CUS000196,PRD0002,2024-06-15,150336.15,Monthly,24053.78,ADV0033,Mobile App,Active
ENR0000378,CUS000197,PRD0004,2020-04-02,4442.2,One-time,0,ADV0025,Mobile App,Active
ENR0000379,CUS000198,PRD0006,2022-11-21,9838.08,Annual,2361.14,ADV0027,In-person,Active
ENR0000380,CUS000199,PRD0006,2022-11-04,17821.96,One-time,0,ADV0019,Mobile App,Active
ENR0000381,CUS000200,PRD0014,2022-01-24,57280.13,Quarterly,4124.17,ADV0001,In-person,Active
ENR0000382,CUS000200,PRD0013,2022-01-24,2581.69,Monthly,61.96,ADV0010,In-person,Active
ENR0000383,CUS000201,PRD0003,2021-06-27,236818.84,Quarterly,113673.04,ADV0020,Phone,Active
ENR0000384,CUS000201,PRD0010,2021-06-27,144106.53,One-time,0,ADV0042,Mobile App,Active
ENR0000385,CUS000201,PRD0007,2021-06-27,158188.45,Quarterly,75930.46,ADV0042,Phone,Active
ENR0000386,CUS000201,PRD0004,2021-06-27,28748.03,Monthly,4599.69,ADV0033,Phone,Active
ENR0000387,CUS000201,PRD0009,2021-06-27,26103.06,Annual,50117.87,ADV0033,Phone,Active
ENR0000388,CUS000202,PRD0004,2020-12-15,2733.16,Annual,787.15,ADV0001,Phone,Active
ENR0000389,CUS000202,PRD0002,2020-12-15,12847.73,One-time,0,ADV0006,Phone,Active
ENR0000390,CUS000203,PRD0008,2023-12-05,3268.93,Bi-annual,392.27,ADV0012,Web,Active
ENR0000391,CUS000204,PRD0004,2022-04-20,4601.14,Annual,1325.13,ADV0050,Web,Active
ENR0000392,CUS000204,PRD0009,2022-04-20,2549.93,Quarterly,183.59,ADV0041,Web,Active
ENR0000393,CUS000205,PRD0008,2023-02-22,3854.4,Monthly,77.09,ADV0007,Mobile App,Active
ENR0000394,CUS000206,PRD0002,2022-12-27,13467.27,Bi-annual,1616.07,ADV0014,Mobile App,Active
ENR0000395,CUS000207,PRD0007,2021-01-28,156737.37,Monthly,20062.38,ADV0048,In-person,Active
ENR0000396,CUS000207,PRD0002,2021-01-28,188971.35,Annual,290260.0,ADV0048,Phone,Active
ENR0000397,CUS000207,PRD0008,2021-01-28,30458.21,One-time,0,ADV0033,Phone,Active
ENR0000398,CUS000208,PRD0006,2023-11-14,19937.4,Annual,11483.94,ADV0040,Phone,Active
ENR0000399,CUS000209,PRD0009,2023-03-20,6966.79,Monthly,334.41,ADV0013,Phone,Active
ENR0000400,CUS000210,PRD0004,2024-01-02,4667.19,Monthly,93.34,ADV0014,Web,Active
ENR0000401,CUS000211,PRD0002,2024-08-22,21596.8,Quarterly,1295.81,ADV0018,Web,Active
ENR0000402,CUS000212,PRD0006,2023-04-16,8540.42,Bi-annual,1229.82,ADV0030,In-person,Active
ENR0000403,CUS000213,PRD0009,2022-04-26,3844.7,Bi-annual,322.95,ADV0012,Mobile App,Active
ENR0000404,CUS000213,PRD0007,2022-04-26,19618.71,Monthly,274.66,ADV0038,In-person,Active
ENR0000405,CUS000214,PRD0013,2022-09-01,3014.58,Annual,723.5,ADV0028,In-person,Active
ENR0000406,CUS000215,PRD0012,2020-07-02,16229.11,One-time,0,ADV0025,In-person,Active
ENR0000407,CUS000215,PRD0005,2020-07-02,68698.02,Monthly,2198.34,ADV0029,Phone,Active
ENR0000408,CUS000215,PRD0006,2020-07-02,19580.97,Bi-annual,3759.55,ADV0038,In-person,Active
ENR0000409,CUS000216,PRD0001,2020-12-26,17908.96,Bi-annual,10315.56,ADV0042,Mobile App,Active
ENR0000410,CUS000216,PRD0002,2020-12-26,68598.21,Bi-annual,39512.57,ADV0048,Web,Active
ENR0000411,CUS000216,PRD0003,2020-12-26,103008.16,Quarterly,29666.35,ADV0021,In-person,Active
ENR0000412,CUS000216,PRD0006,2020-12-26,37974.88,One-time,0,ADV0048,Phone,Active
ENR0000413,CUS000216,PRD0007,2020-12-26,61090.49,Monthly,5864.69,ADV0025,Phone,Active
ENR0000414,CUS000217,PRD0011,2020-01-19,2870.41,Bi-annual,413.34,ADV0013,In-person,Active
ENR0000415,CUS000217,PRD0013,2020-01-19,3746.63,Bi-annual,539.51,ADV0027,Mobile App,Active
ENR0000416,CUS000218,PRD0010,2020-10-01,55314.3,One-time,0,ADV0012,Phone,Active
ENR0000417,CUS000218,PRD0006,2020-10-01,38232.86,Bi-annual,14681.42,ADV0006,In-person,Active
ENR0000418,CUS000218,PRD0015,2020-10-01,124440.98,One-time,0,ADV0025,Web,Active
ENR0000419,CUS000219,PRD0008,2023-08-20,2190.24,Annual,420.53,ADV0047,In-person,Active
ENR0000420,CUS000220,PRD0007,2024-03-30,15564.5,Bi-annual,1867.74,ADV0032,In-person,Active
ENR0000421,CUS000220,PRD0002,2024-03-30,16230.55,Annual,3895.33,ADV0032,Phone,Active
ENR0000422,CUS000221,PRD0010,2023-10-02,10292.88,Monthly,144.1,ADV0001,Mobile App,Active
ENR0000423,CUS000221,PRD0002,2023-10-02,23267.36,Annual,3908.92,ADV0015,Web,Active
ENR0000424,CUS000222,PRD0015,2022-07-03,108968.86,One-time,0,ADV0001,Phone,Active
ENR0000425,CUS000222,PRD0013,2022-07-03,6298.44,Monthly,251.94,ADV0008,Mobile App,Active
ENR0000426,CUS000222,PRD0006,2022-07-03,10750.42,Bi-annual,2580.1,ADV0045,In-person,Active
ENR0000427,CUS000223,PRD0012,2022-01-06,19248.58,One-time,0,ADV0030,Mobile App,Active
ENR0000428,CUS000223,PRD0003,2022-01-06,55856.85,One-time,0,ADV0027,Phone,Active
ENR0000429,CUS000224,PRD0010,2022-10-26,59604.15,Bi-annual,28609.99,ADV0033,In-person,Active
ENR0000430,CUS000224,PRD0008,2022-10-26,9806.64,Bi-annual,4707.19,ADV0020,In-person,Active
ENR0000431,CUS000224,PRD0011,2022-10-26,12468.12,Quarterly,2992.35,ADV0014,Phone,Active
ENR0000432,CUS000225,PRD0002,2021-08-27,24647.07,Monthly,394.35,ADV0014,Web,Active
ENR0000433,CUS000226,PRD0014,2023-05-25,35637.52,Monthly,855.3,ADV0022,Mobile App,Active
ENR0000434,CUS000226,PRD0007,2023-05-25,17604.88,Bi-annual,2535.1,ADV0046,Phone,Active
ENR0000435,CUS000227,PRD0002,2023-10-25,47917.43,Annual,18400.29,ADV0029,Phone,Active
ENR0000436,CUS000227,PRD0003,2023-10-25,53400.63,Quarterly,5126.46,ADV0005,Phone,Active
ENR0000437,CUS000227,PRD0004,2023-10-25,8431.33,One-time,0,ADV0042,Mobile App,Active
ENR0000438,CUS000228,PRD0012,2023-03-01,5551.0,Monthly,77.71,ADV0030,Web,Active
ENR0000439,CUS000229,PRD0011,2022-12-01,2905.28,Bi-annual,244.04,ADV0008,Phone,Active
ENR0000440,CUS000229,PRD0009,2022-12-01,2708.85,Quarterly,113.77,ADV0010,Mobile App,Active
ENR0000441,CUS000230,PRD0006,2022-07-01,12725.89,Monthly,407.23,ADV0004,In-person,Active
ENR0000442,CUS000230,PRD0001,2022-07-01,5969.66,Quarterly,573.09,ADV0026,In-person,Active
ENR0000443,CUS000230,PRD0008,2022-07-01,6118.25,Annual,2349.41,ADV0034,Phone,Active
ENR0000444,CUS000231,PRD0004,2023-10-09,5575.94,Monthly,223.04,ADV0037,Web,Active
ENR0000445,CUS000231,PRD0002,2023-10-09,38303.29,Bi-annual,9192.79,ADV0015,In-person,Active
ENR0000446,CUS000231,PRD0015,2023-10-09,83514.49,Monthly,3340.58,ADV0015,In-person,Active
ENR0000447,CUS000232,PRD0004,2020-04-02,4464.32,Bi-annual,535.72,ADV0041,In-person,Active
ENR0000448,CUS000232,PRD0003,2020-09-02,26008.23,Monthly,520.16,ADV0012,In-person,Active
ENR0000449,CUS000233,PRD0014,2022-04-17,37158.58,Bi-annual,3121.32,ADV0044,Web,Active
ENR0000450,CUS000233,PRD0012,2022-04-17,6660.78,Annual,1119.01,ADV0010,In-person,Active
ENR0000451,CUS000234,PRD0006,2022-02-22,5887.58,Bi-annual,565.21,ADV0005,Phone,Active
ENR0000452,CUS000234,PRD0001,2022-02-22,3985.01,Annual,765.12,ADV0038,Web,Active
ENR0000453,CUS000235,PRD0002,2021-12-13,22736.58,One-time,0,ADV0044,Phone,Active
ENR0000454,CUS000235,PRD0001,2021-12-13,3813.17,Quarterly,183.03,ADV0049,Web,Active
ENR0000455,CUS000236,PRD0005,2024-03-28,45097.32,Bi-annual,4329.34,ADV0029,In-person,Active
ENR0000456,CUS000237,PRD0011,2021-05-21,2507.07,Annual,481.36,ADV0001,In-person,Active
ENR0000457,CUS000237,PRD0008,2021-05-21,3420.31,One-time,0,ADV0050,In-person,Active
ENR0000458,CUS000238,PRD0005,2020-02-02,42144.6,Monthly,1011.47,ADV0010,Phone,Active
ENR0000459,CUS000239,PRD0006,2020-03-31,7489.16,Quarterly,449.35,ADV0037,In-person,Active
ENR0000460,CUS000240,PRD0004,2024-02-07,2723.18,Annual,653.56,ADV0041,Mobile App,Active
ENR0000461,CUS000240,PRD0012,2024-02-07,9385.72,One-time,0,ADV0029,Phone,Active
ENR0000462,CUS000241,PRD0015,2023-09-14,40465.35,Bi-annual,5827.01,ADV0026,In-person,Active
ENR0000463,CUS000241,PRD0011,2023-09-14,2618.65,Monthly,62.85,ADV0038,In-person,Active
ENR0000464,CUS000242,PRD0007,2022-05-24,17953.33,One-time,0,ADV0023,Phone,Active
ENR0000465,CUS000243,PRD0015,2022-04-16,34413.93,Quarterly,1651.87,ADV0034,Phone,Active
ENR0000466,CUS000243,PRD0011,2022-04-16,2607.29,Bi-annual,250.3,ADV0005,Phone,Active
ENR0000467,CUS000244,PRD0001,2021-09-07,10531.93,Bi-annual,4044.26,ADV0012,Phone,Active
ENR0000468,CUS000244,PRD0004,2021-09-07,10499.02,Quarterly,2015.81,ADV0033,Phone,Active
ENR0000469,CUS000244,PRD0005,2021-09-07,195368.53,Bi-annual,75021.51,ADV0006,Phone,Active
ENR0000470,CUS000244,PRD0010,2021-09-07,57282.03,Monthly,3666.05,ADV0020,In-person,Active
ENR0000471,CUS000244,PRD0002,2021-09-07,96646.74,Quarterly,18556.17,ADV0014,In-person,Active
ENR0000472,CUS000245,PRD0015,2020-10-01,56791.01,Bi-annual,8177.91,ADV0039,In-person,Active
ENR0000473,CUS000245,PRD0002,2020-10-01,20986.54,Bi-annual,3022.06,ADV0038,Web,Active
ENR0000474,CUS000246,PRD0003,2020-09-02,23314.26,Bi-annual,3357.25,ADV0020,Mobile App,Active
ENR0000475,CUS000246,PRD0007,2020-07-08,15458.31,Annual,4451.99,ADV0028,Mobile App,Active
ENR0000476,CUS000247,PRD0006,2021-01-20,17125.99,Annual,6576.38,ADV0023,In-person,Active
ENR0000477,CUS000247,PRD0009,2021-01-20,7845.79,Annual,3012.78,ADV0002,Phone,Active
ENR0000478,CUS000247,PRD0011,2021-01-20,7829.97,Annual,3006.71,ADV0006,In-person,Active
ENR0000479,CUS000248,PRD0010,2021-11-12,15122.07,Quarterly,1088.79,ADV0040,In-person,Active
ENR0000480,CUS000249,PRD0013,2024-03-24,4612.77,Quarterly,221.41,ADV0026,In-person,Active
ENR0000481,CUS000250,PRD0014,2024-05-07,32539.77,Bi-annual,3904.77,ADV0042,Web,Active
ENR0000482,CUS000250,PRD0001,2024-05-07,4554.85,One-time,0,ADV0031,Phone,Active
ENR0000483,CUS000251,PRD0012,2022-10-15,7923.09,One-time,0,ADV0048,Phone,Active
ENR0000484,CUS000252,PRD0009,2020-04-03,3480.85,Annual,835.4,ADV0009,Web,Active
ENR0000485,CUS000253,PRD0011,2021-02-05,3438.28,Monthly,68.77,ADV0032,Phone,Active
ENR0000486,CUS000253,PRD0005,2021-02-05,27867.72,Monthly,557.35,ADV0010,Phone,Active
ENR0000487,CUS000254,PRD0004,2024-08-09,3010.73,Annual,867.09,ADV0002,In-person,Active
ENR0000488,CUS000255,PRD0001,2021-12-22,3249.81,Annual,623.96,ADV0012,In-person,Active
ENR0000489,CUS000255,PRD0002,2021-12-22,22771.08,Annual,4372.05,ADV0043,In-person,Active
ENR0000490,CUS000256,PRD0011,2020-06-01,9133.49,Quarterly,2192.04,ADV0006,Phone,Active
ENR0000491,CUS000256,PRD0001,2020-06-01,14761.58,Bi-annual,7085.56,ADV0020,In-person,Active
ENR0000492,CUS000256,PRD0003,2020-09-02,82040.36,Bi-annual,39379.37,ADV0035,Phone,Active
ENR0000493,CUS000257,PRD0007,2021-04-18,14248.33,Monthly,227.97,ADV0019,In-person,Active
ENR0000494,CUS000257,PRD0014,2021-04-18,30330.59,Bi-annual,2911.74,ADV0003,In-person,Active
ENR0000495,CUS000258,PRD0015,2023-07-30,114423.51,Quarterly,9611.57,ADV0030,In-person,Active
ENR0000496,CUS000259,PRD0001,2022-04-22,3394.37,One-time,0,ADV0014,In-person,Active
ENR0000497,CUS000259,PRD0003,2022-04-22,22695.68,Quarterly,1634.09,ADV0042,Mobile App,Active
ENR0000498,CUS000260,PRD0012,2023-11-30,17866.97,Bi-annual,5145.69,ADV0049,In-person,Active
ENR0000499,CUS000260,PRD0014,2023-11-30,64092.61,Annual,36917.34,ADV0025,Phone,Active
ENR0000500,CUS000261,PRD0003,2023-06-23,19861.15,One-time,0,ADV0023,In-person,Active
ENR0000501,CUS000261,PRD0012,2023-06-23,5337.85,Monthly,106.76,ADV0047,Web,Active
ENR0000502,CUS000262,PRD0008,2022-07-29,3868.47,Annual,742.75,ADV0021,Phone,Active
ENR0000503,CUS000263,PRD0015,2022-02-15,56422.66,Annual,9479.01,ADV0049,Phone,Active
ENR0000504,CUS000264,PRD0010,2022-06-07,25009.68,Monthly,700.27,ADV0048,Mobile App,Active
ENR0000505,CUS000265,PRD0015,2023-11-18,158539.11,Annual,182637.05,ADV0035,Web,Active
ENR0000506,CUS000265,PRD0003,2023-11-18,71743.08,Annual,82648.02,ADV0021,Phone,Active
ENR0000507,CUS000266,PRD0012,2023-02-28,11620.9,One-time,0,ADV0013,Web,Active
ENR0000508,CUS000267,PRD0011,2023-12-30,4132.96,Quarterly,396.76,ADV0001,In-person,Active
ENR0000509,CUS000267,PRD0002,2023-12-30,39207.38,Monthly,1254.64,ADV0022,Mobile App,Active
ENR0000510,CUS000267,PRD0004,2023-12-30,5950.68,Quarterly,571.27,ADV0037,In-person,Active
ENR0000511,CUS000268,PRD0010,2022-03-07,37068.43,Monthly,1482.74,ADV0029,In-person,Active
ENR0000512,CUS000268,PRD0009,2022-03-07,7495.91,One-time,0,ADV0006,Mobile App,Active
ENR0000513,CUS000269,PRD0002,2021-12-09,18733.9,Monthly,374.68,ADV0039,Phone,Active
ENR0000514,CUS000270,PRD0014,2021-10-30,58218.53,Bi-annual,5588.98,ADV0025,Phone,Active
ENR0000515,CUS000271,PRD0005,2023-10-24,26869.43,One-time,0,ADV0016,In-person,Active
ENR0000516,CUS000272,PRD0010,2020-06-17,15459.42,Monthly,371.03,ADV0038,In-person,Active
ENR0000517,CUS000272,PRD0001,2020-06-17,4133.08,Monthly,99.19,ADV0022,Phone,Active
ENR0000518,CUS000273,PRD0015,2020-08-06,31781.76,Quarterly,2288.29,ADV0036,In-person,Active
ENR0000519,CUS000273,PRD0013,2020-08-06,4810.44,Monthly,115.45,ADV0016,Phone,Active
