interaction_id,customer_id,date,channel,reason_code,duration_minutes,satisfaction_score,resolution_status,agent_id
INT000699,CUS000144,2023-04-13,Phone,Password Reset,6,4.2,Resolved,AGT0010
INT000700,CUS000815,2023-11-21,Phone,Complaint,24,1.7,Unresolved,AGT0005
INT000701,CUS000606,2024-04-07,Phone,Password Reset,19,4.4,Resolved,AGT0078
INT000702,CUS000145,2024-09-17,Phone,Transaction Issue,21,2.4,Unresolved,AGT0094
INT000703,CUS000688,2024-02-17,In-person,Market Information,14,4.0,Resolved,AGT0022
INT000704,CUS000875,2022-05-23,Web,Transaction Issue,13,4.2,Resolved,AGT0034
INT000705,CUS000416,2024-08-28,Chat,Password Reset,10,4.4,Resolved,AGT0032
INT000706,CUS000526,2022-03-11,In-person,Account Inquiry,30,3.3,Partially Resolved,AGT0092
INT000707,CUS000946,2024-08-07,Phone,Technical Support,14,2.2,Partially Resolved,AGT0067
INT000708,CUS000248,2024-08-26,In-person,Fee Inquiry,8,4.1,Resolved,AGT0067
INT000709,CUS000914,2024-07-26,Web,Technical Support,11,2.5,Partially Resolved,AGT0086
INT000710,CUS000580,2023-11-20,In-person,Investment Advice,21,4.1,Resolved,AGT0069
INT000711,CUS000381,2024-02-08,In-person,Fee Inquiry,27,3.2,Partially Resolved,AGT0027
INT000712,CUS000086,2024-04-15,Phone,Account Inquiry,11,5,Resolved,AGT0014
INT000713,CUS000925,2024-03-12,Phone,Investment Advice,30,3.5,Resolved,AGT0095
INT000714,CUS000243,2023-06-19,Phone,Investment Advice,29,3.3,Partially Resolved,AGT0070
INT000715,CUS000512,2024-07-20,Mobile App,Complaint,19,2.4,Unresolved,AGT0024
INT000716,CUS000541,2024-09-23,Chat,Investment Advice,14,3.6,Resolved,AGT0031
INT000717,CUS000339,2024-06-07,Web,Technical Support,11,2.8,Partially Resolved,AGT0027
INT000718,CUS000071,2023-11-25,Chat,Fee Inquiry,13,4.2,Resolved,AGT0040
INT000719,CUS000270,2024-07-26,Phone,Password Reset,19,3.6,Partially Resolved,AGT0097
INT000720,CUS000437,2024-09-23,Chat,Investment Advice,7,4.3,Resolved,AGT0078
INT000721,CUS000026,2024-04-20,Phone,Fee Inquiry,5,4.1,Resolved,AGT0097
INT000722,CUS000961,2024-08-22,Phone,Statement Request,24,2.8,Unresolved,AGT0078
INT000723,CUS000414,2023-07-25,In-person,Investment Advice,9,3.8,Resolved,AGT0021
INT000724,CUS000024,2024-08-29,Mobile App,Account Inquiry,12,4.1,Resolved,AGT0051
INT000725,CUS000667,2024-06-10,Phone,Complaint,19,1.9,Unresolved,AGT0011
INT000726,CUS000182,2023-06-16,In-person,Password Reset,28,3.2,Resolved,AGT0010
INT000727,CUS000319,2023-03-25,Phone,Account Inquiry,11,3.7,Partially Resolved,AGT0071
INT000728,CUS000852,2022-12-21,Phone,Investment Advice,20,4.5,Resolved,AGT0051
INT000729,CUS000930,2021-05-16,Email,Fee Inquiry,3,3.3,Resolved,AGT0068
INT000730,CUS000103,2023-04-07,Chat,Technical Support,10,3.7,Partially Resolved,AGT0087
INT000731,CUS000703,2024-09-08,Phone,Account Inquiry,21,3.3,Partially Resolved,AGT0093
INT000732,CUS000928,2023-02-22,In-person,Investment Advice,21,3.4,Partially Resolved,AGT0080
INT000733,CUS000848,2021-05-19,In-person,Market Information,26,2.4,Unresolved,AGT0056
INT000734,CUS000560,2021-08-27,In-person,Transaction Issue,31,1.7,Partially Resolved,AGT0071
INT000735,CUS000190,2024-04-26,Chat,Complaint,21,2.6,Unresolved,AGT0015
INT000736,CUS000928,2021-08-21,In-person,Password Reset,24,2.6,Unresolved,AGT0075
INT000737,CUS000797,2023-04-27,Mobile App,Complaint,12,3.1,Resolved,AGT0094
INT000738,CUS000920,2023-12-01,Email,Fee Inquiry,8,4.1,Resolved,AGT0034
INT000739,CUS000210,2024-07-01,Phone,Fee Inquiry,19,3.7,Partially Resolved,AGT0080
INT000740,CUS000525,2023-04-17,Phone,Technical Support,17,2.7,Unresolved,AGT0034
INT000741,CUS000391,2024-02-03,In-person,Account Inquiry,16,3.0,Resolved,AGT0076
INT000742,CUS000120,2023-09-10,Email,Statement Request,15,4.0,Resolved,AGT0018
INT000743,CUS000759,2024-05-29,Phone,Complaint,34,2.5,Unresolved,AGT0022
INT000744,CUS000071,2023-11-29,In-person,Transaction Issue,12,2.4,Unresolved,AGT0043
INT000745,CUS000893,2024-05-11,In-person,Transaction Issue,24,1.8,Unresolved,AGT0007
INT000746,CUS000175,2023-06-30,Phone,Account Inquiry,14,3.5,Resolved,AGT0095
INT000747,CUS000408,2023-12-21,In-person,Transaction Issue,12,3.3,Resolved,AGT0005
INT000748,CUS000069,2021-11-09,Phone,Account Inquiry,24,3.0,Resolved,AGT0045
INT000749,CUS000659,2023-05-04,Chat,Fee Inquiry,9,2.8,Partially Resolved,AGT0025
INT000750,CUS000075,2023-03-23,Phone,Investment Advice,10,4.5,Resolved,AGT0040
INT000751,CUS000938,2022-11-16,Phone,Password Reset,19,3.9,Partially Resolved,AGT0044
INT000752,CUS000532,2023-12-09,In-person,Market Information,27,3.8,Partially Resolved,AGT0096
INT000753,CUS000230,2024-04-30,In-person,Market Information,28,3.9,Partially Resolved,AGT0033
INT000754,CUS000603,2023-11-17,Phone,Transaction Issue,15,2.7,Partially Resolved,AGT0044
INT000755,CUS000817,2023-03-08,Email,Statement Request,12,4.4,Resolved,AGT0084
INT000756,CUS000299,2021-03-31,Phone,Statement Request,24,2.9,Unresolved,AGT0005
INT000757,CUS000432,2023-05-07,Mobile App,Account Inquiry,4,3.8,Partially Resolved,AGT0060
INT000758,CUS000641,2023-05-17,In-person,Fee Inquiry,29,3.7,Resolved,AGT0087
INT000759,CUS000664,2024-04-19,In-person,Investment Advice,11,4.1,Resolved,AGT0059
INT000760,CUS000376,2023-10-27,In-person,Statement Request,28,3.7,Resolved,AGT0077
INT000761,CUS000403,2024-09-04,Mobile App,Market Information,10,4.0,Resolved,AGT0044
INT000762,CUS000683,2024-08-23,Web,Statement Request,2,4.4,Resolved,AGT0057
INT000763,CUS000321,2024-09-03,Email,Transaction Issue,13,3.5,Partially Resolved,AGT0087
INT000764,CUS000765,2020-06-21,Phone,Account Inquiry,8,3.9,Partially Resolved,AGT0012
INT000765,CUS000309,2024-09-24,Phone,Password Reset,18,3.3,Partially Resolved,AGT0017
INT000766,CUS000891,2024-08-23,In-person,Password Reset,19,4.2,Resolved,AGT0046
INT000767,CUS000753,2024-06-17,Web,Complaint,13,2.7,Partially Resolved,AGT0089
INT000768,CUS000593,2024-04-11,Phone,Market Information,14,3.8,Partially Resolved,AGT0053
INT000769,CUS000975,2024-08-12,Chat,Account Inquiry,12,4.7,Resolved,AGT0014
INT000770,CUS000165,2022-10-23,In-person,Statement Request,25,4.0,Partially Resolved,AGT0039
INT000771,CUS000548,2023-04-12,Phone,Technical Support,25,2.7,Partially Resolved,AGT0051
INT000772,CUS000193,2023-01-20,In-person,Complaint,36,2.5,Unresolved,AGT0061
INT000773,CUS000787,2024-06-29,Phone,Market Information,8,3.5,Resolved,AGT0098
INT000774,CUS000571,2023-11-11,Web,Complaint,13,3.0,Unresolved,AGT0006
INT000775,CUS000712,2023-07-22,Web,Password Reset,15,3.2,Partially Resolved,AGT0021
INT000776,CUS000306,2024-05-11,Phone,Technical Support,11,3.5,Resolved,AGT0067
INT000777,CUS000964,2021-01-05,Chat,Transaction Issue,10,3.3,Resolved,AGT0059
INT000778,CUS000708,2021-11-07,Phone,Fee Inquiry,12,3.6,Partially Resolved,AGT0020
INT000779,CUS000444,2024-07-13,Phone,Statement Request,20,4.0,Resolved,AGT0043
INT000780,CUS000574,2024-08-27,Email,Password Reset,8,4.0,Resolved,AGT0078
INT000781,CUS000276,2022-09-05,Phone,Technical Support,27,2.1,Partially Resolved,AGT0080
INT000782,CUS000175,2024-01-27,In-person,Fee Inquiry,21,4.0,Partially Resolved,AGT0053
INT000783,CUS000302,2022-04-06,Web,Password Reset,13,3.9,Partially Resolved,AGT0098
INT000784,CUS000690,2024-06-05,Phone,Password Reset,7,4.6,Resolved,AGT0033
INT000785,CUS000604,2024-08-22,In-person,Fee Inquiry,8,4.8,Resolved,AGT0059
INT000786,CUS000323,2022-01-15,In-person,Investment Advice,15,4.0,Partially Resolved,AGT0050
INT000787,CUS000442,2023-10-08,In-person,Complaint,30,2.5,Partially Resolved,AGT0094
INT000788,CUS000027,2024-09-28,Phone,Statement Request,29,3.2,Resolved,AGT0088
INT000789,CUS000406,2021-12-18,In-person,Market Information,14,3.9,Resolved,AGT0029
INT000790,CUS000253,2022-09-09,Chat,Password Reset,12,4.9,Resolved,AGT0058
INT000791,CUS000901,2024-08-01,Phone,Technical Support,11,2.4,Unresolved,AGT0065
INT000792,CUS000235,2024-06-07,In-person,Transaction Issue,24,3.1,Resolved,AGT0100
INT000793,CUS000667,2024-09-23,Mobile App,Account Inquiry,8,3.4,Resolved,AGT0024
INT000794,CUS000450,2024-05-05,Mobile App,Password Reset,5,3.7,Resolved,AGT0016
INT000795,CUS000378,2024-01-10,In-person,Transaction Issue,33,2.6,Partially Resolved,AGT0097
INT000796,CUS000832,2024-04-18,Chat,Investment Advice,9,4.5,Resolved,AGT0071
INT000797,CUS000654,2023-02-07,Mobile App,Account Inquiry,2,4.2,Resolved,AGT0050
INT000798,CUS000130,2023-08-08,In-person,Market Information,15,4.0,Resolved,AGT0069
INT000799,CUS000862,2024-09-05,Phone,Complaint,40,3.0,Partially Resolved,AGT0075
INT000800,CUS000969,2023-09-26,In-person,Account Inquiry,15,4.9,Resolved,AGT0044
INT000801,CUS000915,2024-06-26,Email,Complaint,4,3.1,Partially Resolved,AGT0032
INT000802,CUS000331,2024-06-14,Phone,Transaction Issue,37,2.4,Unresolved,AGT0037
INT000803,CUS000586,2024-07-09,Web,Fee Inquiry,3,4.1,Resolved,AGT0072
INT000804,CUS000211,2024-09-14,In-person,Complaint,24,3.0,Resolved,AGT0070
INT000805,CUS000481,2022-08-30,In-person,Complaint,30,2.7,Unresolved,AGT0086
INT000806,CUS000136,2021-08-08,Phone,Investment Advice,24,2.3,Partially Resolved,AGT0049
INT000807,CUS000582,2023-07-01,Chat,Password Reset,3,3.4,Partially Resolved,AGT0022
INT000808,CUS000150,2024-09-15,Phone,Password Reset,21,3.0,Resolved,AGT0064
INT000809,CUS000629,2022-08-30,Chat,Transaction Issue,19,2.6,Unresolved,AGT0080
INT000810,CUS000148,2023-02-23,Phone,Fee Inquiry,21,3.2,Partially Resolved,AGT0004
INT000811,CUS000235,2023-02-03,In-person,Password Reset,26,3.6,Resolved,AGT0093
INT000812,CUS000018,2024-01-15,Web,Technical Support,7,3.9,Partially Resolved,AGT0030
INT000813,CUS000192,2023-02-14,In-person,Transaction Issue,21,1.8,Unresolved,AGT0094
INT000814,CUS000287,2022-03-23,In-person,Investment Advice,29,3.9,Partially Resolved,AGT0060
INT000815,CUS000731,2024-09-28,Phone,Investment Advice,25,2.8,Unresolved,AGT0007
INT000816,CUS000412,2024-08-12,Phone,Market Information,27,4.2,Resolved,AGT0005
INT000817,CUS000608,2021-11-12,In-person,Transaction Issue,15,1.4,Unresolved,AGT0077
INT000818,CUS000496,2024-07-05,In-person,Market Information,13,3.6,Resolved,AGT0064
INT000819,CUS000171,2022-04-18,Phone,Investment Advice,30,4.1,Resolved,AGT0025
INT000820,CUS000596,2023-12-30,Phone,Fee Inquiry,28,3.7,Resolved,AGT0089
INT000821,CUS000901,2024-09-16,Phone,Market Information,15,3.4,Partially Resolved,AGT0077
INT000822,CUS000388,2022-10-07,Mobile App,Investment Advice,2,3.7,Resolved,AGT0016
INT000823,CUS000119,2024-09-04,Phone,Statement Request,11,3.8,Resolved,AGT0070
INT000824,CUS000552,2023-01-02,Email,Statement Request,12,3.8,Partially Resolved,AGT0021
INT000825,CUS000737,2024-08-15,In-person,Password Reset,8,3.5,Partially Resolved,AGT0079
INT000826,CUS000063,2023-09-19,In-person,Market Information,28,3.6,Resolved,AGT0008
INT000827,CUS000287,2022-01-16,Chat,Fee Inquiry,9,3.9,Resolved,AGT0004
INT000828,CUS000960,2024-05-10,Phone,Market Information,28,4.4,Resolved,AGT0060
INT000829,CUS000438,2024-07-11,In-person,Transaction Issue,19,2.7,Partially Resolved,AGT0023
INT000830,CUS000351,2024-07-23,Phone,Fee Inquiry,14,4.7,Resolved,AGT0020
INT000831,CUS000292,2020-07-29,In-person,Investment Advice,10,2.8,Unresolved,AGT0090
INT000832,CUS000657,2024-08-27,Phone,Technical Support,6,3.5,Resolved,AGT0033
INT000833,CUS000484,2023-04-28,Phone,Statement Request,13,3.3,Partially Resolved,AGT0032
INT000834,CUS000433,2022-11-27,Chat,Transaction Issue,10,3.0,Unresolved,AGT0040
INT000835,CUS000825,2023-01-25,In-person,Complaint,39,2.5,Unresolved,AGT0042
INT000836,CUS000524,2024-03-20,Chat,Fee Inquiry,2,4.9,Resolved,AGT0079
INT000837,CUS000064,2024-07-10,Phone,Statement Request,29,4.1,Resolved,AGT0076
INT000838,CUS000192,2022-12-09,Chat,Statement Request,3,4.4,Resolved,AGT0084
INT000839,CUS000591,2022-08-02,Phone,Investment Advice,13,4.3,Resolved,AGT0012
INT000840,CUS000489,2024-08-24,In-person,Investment Advice,21,3.1,Partially Resolved,AGT0069
INT000841,CUS000901,2024-02-21,Phone,Fee Inquiry,9,4.1,Resolved,AGT0058
INT000842,CUS000888,2023-04-13,Mobile App,Technical Support,14,2.8,Unresolved,AGT0070
INT000843,CUS000808,2023-11-22,In-person,Technical Support,30,2.4,Partially Resolved,AGT0070
INT000844,CUS000938,2024-03-29,Chat,Account Inquiry,5,4.8,Resolved,AGT0042
INT000845,CUS000622,2022-09-06,Chat,Transaction Issue,7,3.4,Partially Resolved,AGT0094
INT000846,CUS000551,2024-08-29,Chat,Statement Request,5,4.1,Resolved,AGT0092
INT000847,CUS000576,2024-01-22,In-person,Investment Advice,30,4.1,Resolved,AGT0028
INT000848,CUS000354,2022-12-07,In-person,Statement Request,10,4.5,Resolved,AGT0044
INT000849,CUS000798,2022-12-25,In-person,Account Inquiry,15,4.5,Resolved,AGT0089
INT000850,CUS000104,2024-03-22,Email,Complaint,15,2.5,Partially Resolved,AGT0055
INT000851,CUS000692,2022-05-18,Email,Account Inquiry,12,4.4,Resolved,AGT0077
INT000852,CUS000937,2022-08-01,Web,Investment Advice,2,4.1,Resolved,AGT0006
INT000853,CUS000290,2024-08-07,Web,Password Reset,5,3.6,Partially Resolved,AGT0050
INT000854,CUS000536,2024-03-07,Phone,Investment Advice,8,4.7,Resolved,AGT0093
INT000855,CUS000036,2020-11-04,In-person,Fee Inquiry,21,3.1,Resolved,AGT0034
INT000856,CUS000311,2024-08-09,Chat,Password Reset,3,3.4,Partially Resolved,AGT0038
INT000857,CUS000579,2021-05-13,Phone,Transaction Issue,45,2.0,Partially Resolved,AGT0085
INT000858,CUS000509,2023-01-15,Email,Complaint,4,2.5,Unresolved,AGT0093
INT000859,CUS000114,2023-02-12,Phone,Investment Advice,22,3.8,Partially Resolved,AGT0045
INT000860,CUS000418,2022-11-13,Mobile App,Password Reset,8,3.9,Partially Resolved,AGT0044
INT000861,CUS000805,2023-09-04,Chat,Statement Request,12,4.7,Resolved,AGT0020
INT000862,CUS000058,2024-08-11,Web,Complaint,16,4.2,Resolved,AGT0070
INT000863,CUS000736,2023-10-16,In-person,Transaction Issue,16,3.0,Partially Resolved,AGT0072
INT000864,CUS000413,2022-12-26,In-person,Account Inquiry,8,4.1,Resolved,AGT0094
INT000865,CUS000424,2023-10-10,Chat,Market Information,12,3.7,Resolved,AGT0008
INT000866,CUS000204,2022-04-22,Web,Password Reset,11,4.3,Resolved,AGT0054
INT000867,CUS000980,2022-06-18,Phone,Password Reset,6,3.6,Resolved,AGT0064
INT000868,CUS000555,2023-11-10,Mobile App,Account Inquiry,12,3.8,Resolved,AGT0023
INT000869,CUS000025,2023-07-20,Mobile App,Password Reset,7,3.5,Resolved,AGT0027
INT000870,CUS000954,2024-03-12,Phone,Investment Advice,18,5,Resolved,AGT0010
INT000871,CUS000557,2023-11-22,Chat,Transaction Issue,4,4.0,Resolved,AGT0021
INT000872,CUS000349,2024-04-04,Email,Technical Support,5,3.6,Resolved,AGT0042
INT000873,CUS000952,2024-08-20,Phone,Market Information,16,4.2,Resolved,AGT0003
INT000874,CUS000538,2024-07-25,Phone,Complaint,27,2.6,Unresolved,AGT0059
INT000875,CUS000151,2023-05-28,In-person,Transaction Issue,10,3.1,Partially Resolved,AGT0070
INT000876,CUS000347,2023-06-06,Web,Technical Support,15,2.4,Partially Resolved,AGT0068
INT000877,CUS000212,2023-05-01,Chat,Statement Request,4,4.0,Resolved,AGT0062
INT000878,CUS000619,2021-07-12,Phone,Password Reset,30,3.4,Partially Resolved,AGT0049
INT000879,CUS000546,2024-08-05,Phone,Technical Support,10,2.7,Unresolved,AGT0042
INT000880,CUS000511,2022-06-02,In-person,Fee Inquiry,25,3.9,Partially Resolved,AGT0095
INT000881,CUS000692,2023-02-09,Phone,Password Reset,25,3.2,Resolved,AGT0040
INT000882,CUS000879,2024-05-10,In-person,Market Information,18,4.2,Resolved,AGT0012
INT000883,CUS000135,2024-04-26,Mobile App,Investment Advice,14,3.9,Partially Resolved,AGT0075
INT000884,CUS000396,2022-01-14,Phone,Fee Inquiry,22,3.0,Partially Resolved,AGT0056
INT000885,CUS000390,2023-01-09,Chat,Account Inquiry,6,2.7,Unresolved,AGT0036
INT000886,CUS000352,2024-08-05,Phone,Transaction Issue,34,2.6,Unresolved,AGT0001
INT000887,CUS000260,2024-06-09,In-person,Statement Request,28,3.3,Partially Resolved,AGT0082
INT000888,CUS000556,2023-10-20,In-person,Account Inquiry,29,4.4,Resolved,AGT0068
INT000889,CUS000025,2023-08-12,In-person,Account Inquiry,30,3.7,Partially Resolved,AGT0033
INT000890,CUS000063,2024-04-05,Phone,Password Reset,10,3.7,Resolved,AGT0090
INT000891,CUS000963,2024-03-21,Phone,Statement Request,24,4.0,Partially Resolved,AGT0064
INT000892,CUS000499,2023-05-30,Phone,Complaint,18,2.9,Unresolved,AGT0056
INT000893,CUS000121,2024-09-12,Chat,Statement Request,5,4.0,Resolved,AGT0078
INT000894,CUS000809,2023-09-21,Mobile App,Market Information,8,4.3,Resolved,AGT0013
INT000895,CUS000547,2024-06-19,Web,Password Reset,5,4.4,Resolved,AGT0028
INT000896,CUS000143,2024-08-06,Mobile App,Investment Advice,9,3.9,Partially Resolved,AGT0072
INT000897,CUS000019,2022-08-04,Phone,Market Information,24,3.6,Partially Resolved,AGT0042
INT000898,CUS000321,2023-06-30,Email,Investment Advice,6,3.4,Resolved,AGT0037
INT000899,CUS000983,2023-04-15,In-person,Complaint,28,2.8,Unresolved,AGT0048
INT000900,CUS000045,2023-02-06,Phone,Fee Inquiry,20,3.9,Partially Resolved,AGT0095
INT000901,CUS000553,2024-03-27,Email,Technical Support,9,3.7,Resolved,AGT0029
INT000902,CUS000753,2024-08-27,Web,Complaint,12,2.5,Partially Resolved,AGT0044
INT000903,CUS000678,2023-06-25,Chat,Password Reset,15,3.5,Resolved,AGT0031
INT000904,CUS000141,2024-05-18,Email,Investment Advice,4,3.5,Partially Resolved,AGT0069
INT000905,CUS000742,2023-11-04,Mobile App,Password Reset,5,4.5,Resolved,AGT0018
INT000906,CUS000682,2024-03-11,Chat,Password Reset,14,5,Resolved,AGT0048
INT000907,CUS000178,2022-12-14,Chat,Account Inquiry,12,4.0,Partially Resolved,AGT0009
INT000908,CUS000901,2024-09-25,Email,Fee Inquiry,14,4.2,Resolved,AGT0038
INT000909,CUS000222,2023-12-01,Phone,Transaction Issue,10,2.8,Unresolved,AGT0051
INT000910,CUS000829,2023-08-18,Chat,Account Inquiry,15,3.1,Resolved,AGT0095
INT000911,CUS000163,2023-12-17,Phone,Fee Inquiry,24,2.7,Partially Resolved,AGT0098
INT000912,CUS000479,2022-08-24,Mobile App,Statement Request,5,4.8,Resolved,AGT0029
INT000913,CUS000811,2024-04-22,In-person,Market Information,20,4.2,Resolved,AGT0017
INT000914,CUS000471,2022-01-12,In-person,Complaint,33,1.5,Partially Resolved,AGT0059
INT000915,CUS000088,2024-08-19,Phone,Statement Request,27,3.0,Partially Resolved,AGT0046
INT000916,CUS000492,2023-04-07,Web,Investment Advice,2,5,Resolved,AGT0088
INT000917,CUS000031,2024-01-11,Phone,Market Information,22,3.3,Partially Resolved,AGT0053
INT000918,CUS000955,2024-09-18,Mobile App,Investment Advice,3,4.2,Resolved,AGT0075
INT000919,CUS000538,2024-08-01,Phone,Transaction Issue,27,2.8,Partially Resolved,AGT0039
INT000920,CUS000324,2024-04-21,Phone,Transaction Issue,31,3.1,Partially Resolved,AGT0002
INT000921,CUS000084,2022-12-06,In-person,Transaction Issue,7,3.2,Resolved,AGT0072
INT000922,CUS000032,2024-09-09,Mobile App,Statement Request,3,4.0,Resolved,AGT0054
INT000923,CUS000237,2021-10-28,Email,Statement Request,6,3.4,Partially Resolved,AGT0050
INT000924,CUS000696,2024-03-26,Phone,Statement Request,17,4.7,Resolved,AGT0063
INT000925,CUS000629,2022-03-31,In-person,Account Inquiry,30,3.6,Partially Resolved,AGT0044
INT000926,CUS000689,2022-08-08,In-person,Market Information,12,3.6,Partially Resolved,AGT0091
INT000927,CUS000555,2023-09-04,Phone,Statement Request,18,3.6,Partially Resolved,AGT0037
INT000928,CUS000972,2023-08-11,In-person,Technical Support,9,3.6,Partially Resolved,AGT0035
INT000929,CUS000734,2024-09-06,In-person,Technical Support,29,2.7,Unresolved,AGT0014
INT000930,CUS000987,2023-05-03,Mobile App,Market Information,15,4.7,Resolved,AGT0085
INT000931,CUS000012,2024-08-18,Email,Technical Support,11,2.9,Unresolved,AGT0071
INT000932,CUS000597,2021-11-01,In-person,Statement Request,10,3.7,Partially Resolved,AGT0040
INT000933,CUS000799,2024-01-09,Mobile App,Transaction Issue,7,4.3,Resolved,AGT0049
INT000934,CUS000115,2024-03-18,Email,Password Reset,11,3.5,Resolved,AGT0043
INT000935,CUS000675,2024-01-15,Phone,Statement Request,16,2.7,Unresolved,AGT0041
INT000936,CUS000985,2023-12-21,In-person,Fee Inquiry,17,3.9,Resolved,AGT0060
INT000937,CUS000418,2023-07-01,Chat,Technical Support,10,2.9,Partially Resolved,AGT0083
INT000938,CUS000283,2024-02-25,Phone,Market Information,24,3.3,Resolved,AGT0057
INT000939,CUS000404,2024-09-12,Email,Password Reset,11,3.6,Partially Resolved,AGT0017
INT000940,CUS000474,2023-03-21,Email,Statement Request,8,4.5,Resolved,AGT0042
INT000941,CUS000578,2022-11-26,In-person,Complaint,40,2.4,Unresolved,AGT0061
INT000942,CUS000154,2024-06-25,Chat,Statement Request,14,4.3,Resolved,AGT0011
INT000943,CUS000393,2022-12-03,Phone,Statement Request,8,4.5,Resolved,AGT0063
INT000944,CUS000929,2024-05-31,Email,Transaction Issue,7,3.5,Resolved,AGT0096
INT000945,CUS000909,2024-08-30,Phone,Market Information,26,3.7,Resolved,AGT0044
INT000946,CUS000533,2023-11-12,In-person,Transaction Issue,18,3.1,Partially Resolved,AGT0062
INT000947,CUS000242,2022-08-30,In-person,Transaction Issue,7,3.3,Resolved,AGT0055
INT000948,CUS000292,2020-07-16,In-person,Fee Inquiry,19,3.5,Partially Resolved,AGT0088
INT000949,CUS000032,2024-09-28,Mobile App,Market Information,7,4.3,Resolved,AGT0085
INT000950,CUS000080,2023-06-24,Phone,Market Information,30,3.1,Resolved,AGT0050
INT000951,CUS000595,2024-05-16,In-person,Market Information,24,4.0,Partially Resolved,AGT0010
INT000952,CUS000798,2022-02-12,In-person,Investment Advice,6,4.4,Resolved,AGT0011
INT000953,CUS000312,2023-07-22,In-person,Transaction Issue,16,3.1,Partially Resolved,AGT0052
INT000954,CUS000182,2022-01-15,In-person,Technical Support,21,3.3,Resolved,AGT0017
INT000955,CUS000254,2024-09-12,Web,Password Reset,12,3.0,Partially Resolved,AGT0012
INT000956,CUS000074,2024-07-25,Phone,Account Inquiry,14,3.9,Partially Resolved,AGT0085
INT000957,CUS000489,2024-05-29,Phone,Market Information,7,4.6,Resolved,AGT0099
INT000958,CUS000999,2024-08-11,Mobile App,Investment Advice,14,3.3,Resolved,AGT0081
INT000959,CUS000869,2024-04-11,Phone,Transaction Issue,15,2.8,Partially Resolved,AGT0002
INT000960,CUS000124,2024-04-27,Mobile App,Investment Advice,5,4.9,Resolved,AGT0013
INT000961,CUS000156,2023-11-16,Phone,Fee Inquiry,28,3.4,Partially Resolved,AGT0019
INT000962,CUS000171,2021-03-19,Phone,Statement Request,26,3.2,Partially Resolved,AGT0086
INT000963,CUS000635,2022-09-01,In-person,Statement Request,29,3.5,Resolved,AGT0031
INT000964,CUS000738,2023-09-19,In-person,Complaint,10,2.6,Unresolved,AGT0051
INT000965,CUS000494,2023-07-06,Phone,Transaction Issue,37,2.5,Unresolved,AGT0044
INT000966,CUS000466,2024-07-28,Email,Password Reset,3,4.3,Resolved,AGT0035
INT000967,CUS000785,2023-02-11,In-person,Complaint,27,2.3,Unresolved,AGT0029
INT000968,CUS000499,2021-04-02,Phone,Account Inquiry,12,4.9,Resolved,AGT0005
INT000969,CUS000004,2022-02-10,Phone,Investment Advice,9,3.7,Resolved,AGT0082
INT000970,CUS000122,2024-09-17,Mobile App,Technical Support,6,3.4,Resolved,AGT0067
INT000971,CUS000025,2024-09-03,Phone,Complaint,15,3.1,Partially Resolved,AGT0008
INT000972,CUS000087,2022-12-06,Phone,Investment Advice,28,3.7,Partially Resolved,AGT0029
INT000973,CUS000071,2024-07-26,Chat,Complaint,15,3.4,Partially Resolved,AGT0073
INT000974,CUS000269,2023-11-21,In-person,Password Reset,20,3.7,Resolved,AGT0090
INT000975,CUS000412,2024-07-04,In-person,Investment Advice,29,3.8,Partially Resolved,AGT0042
INT000976,CUS000022,2022-03-21,In-person,Fee Inquiry,19,4.2,Resolved,AGT0040
INT000977,CUS000978,2021-10-28,Phone,Password Reset,15,3.9,Partially Resolved,AGT0053
INT000978,CUS000136,2022-02-03,Phone,Fee Inquiry,14,4.3,Resolved,AGT0009
INT000979,CUS000618,2024-01-29,In-person,Technical Support,10,2.8,Unresolved,AGT0034
INT000980,CUS000741,2023-08-05,Phone,Transaction Issue,7,2.1,Partially Resolved,AGT0095
INT000981,CUS000832,2024-03-31,Web,Statement Request,3,3.9,Resolved,AGT0075
INT000982,CUS000208,2023-11-25,Phone,Statement Request,23,4.0,Resolved,AGT0002
INT000983,CUS000435,2023-10-27,In-person,Account Inquiry,27,3.0,Resolved,AGT0078
INT000984,CUS000486,2024-09-13,Phone,Fee Inquiry,11,3.5,Resolved,AGT0019
INT000985,CUS000557,2024-07-07,In-person,Fee Inquiry,24,3.3,Partially Resolved,AGT0050
INT000986,CUS000605,2024-07-19,Email,Market Information,14,4.1,Resolved,AGT0030
INT000987,CUS000497,2024-08-14,Phone,Statement Request,16,3.5,Partially Resolved,AGT0061
INT000988,CUS000866,2021-05-04,In-person,Fee Inquiry,27,3.4,Resolved,AGT0098
INT000989,CUS000966,2024-04-25,Chat,Statement Request,12,3.6,Resolved,AGT0028
INT000990,CUS000139,2020-11-15,Phone,Complaint,30,2.2,Unresolved,AGT0063
INT000991,CUS000898,2023-11-21,In-person,Statement Request,25,3.9,Partially Resolved,AGT0023
INT000992,CUS000708,2021-05-13,Mobile App,Account Inquiry,5,4.3,Resolved,AGT0043
INT000993,CUS000106,2024-08-29,Phone,Account Inquiry,6,4.6,Resolved,AGT0007
INT000994,CUS000716,2022-06-11,Phone,Technical Support,28,2.3,Partially Resolved,AGT0046
INT000995,CUS000783,2021-10-27,Mobile App,Password Reset,14,4.6,Resolved,AGT0018
